id,date,amount,type,description,merchant,account,category,parent,confidence
169,2026-04-26,-5.83,EFTPOS DEBIT,V8213 26/04 THE GRINDER CAFE PRAHRAN 15748280119,The Grinder Cafe,512847391,Cafe & Coffee,Dining,1.0
170,2026-04-26,-22.42,EFTPOS DEBIT,V8213 26/04 BWS LIQUOR CAULFIELD 89599237039,Bws Liquor,512847391,Liquor Store,Groceries,1.0
171,2026-04-25,-37.94,EFTPOS DEBIT,V8213 25/04 READINGS BOOKS CARLTON 99107174219,Readings Books,512847391,Books,Entertainment,1.0
172,2026-04-25,-165.55,EFTPOS DEBIT,V8213 25/04 MALVERN MEDICAL CTR MALVERN 72364438270,Malvern Medical Ctr,512847391,Doctor,Health,1.0
173,2026-04-25,-19.87,EFTPOS DEBIT,V8213 25/04 IGA XPRESS MURRUMBEENA 31751105429,Iga Xpress,512847391,Convenience Store,Groceries,1.0
174,2026-04-24,-116.29,EFTPOS DEBIT,V8213 24/04 COLES SUPERMARKET MALVERN EAST 79779831981,Coles Supermarket,512847391,Supermarket,Groceries,0.87
175,2026-04-24,-149.36,AUTOMATIC DRAWING,ORIGIN ENERGY 87849254130,Origin Energy,512847391,Electricity,Utilities,0.89
176,2026-04-24,-49.38,MISCELLANEOUS DEBIT,V8213 24/04 MENULOG SYDNEY 22566061652,,512847391,Food Delivery,Dining,1.0
177,2026-04-23,-48.0,EFTPOS DEBIT,V8213 23/04 PRICELINE PHARMACY CARNEGIE 26524406860,,512847391,Grooming & Cosmetics,Personal Care,1.0
178,2026-04-22,-114.01,EFTPOS DEBIT,V8213 22/04 BUNNINGS WAREHOUSE PORT MELBOURNE 94679687709,Bunnings Warehouse,512847391,Hardware & DIY,Shopping,1.0
179,2026-04-22,-58.56,EFTPOS DEBIT,V8213 22/04 BWS LIQUOR CAULFIELD 60278817767,Bws Liquor,512847391,Liquor Store,Groceries,1.0
180,2026-04-22,-47.72,EFTPOS DEBIT,V8213 22/04 HOYTS CINEMAS CHADSTONE 29472846476,Hoyts Cinemas,512847391,Cinema,Entertainment,0.88
181,2026-04-21,-29.99,AUTOMATIC DRAWING,ADOBE CREATIVE CLOUD 70179183907,Adobe Creative Cloud,512847391,Software & Apps,Subscriptions,1.0
182,2026-04-21,-108.81,EFTPOS DEBIT,V8213 21/04 BP CONNECT CHADSTONE 80991904161,Bp Connect,512847391,Fuel,Car,1.0
183,2026-04-20,-57.1,EFTPOS DEBIT,V8213 20/04 AMPOL FOODARY CLAYTON 65595773405,Ampol Foodary,512847391,Fuel,Car,0.93
184,2026-04-20,-55.4,EFTPOS DEBIT,V8213 20/04 PRICELINE PHARMACY CARNEGIE 70911802519,,512847391,Grooming & Cosmetics,Personal Care,1.0
185,2026-04-20,-42.91,EFTPOS DEBIT,V8213 20/04 READINGS BOOKS CARLTON 25045854374,Readings Books,512847391,Books,Entertainment,0.89
186,2026-04-19,-29.39,EFTPOS DEBIT,V8213 19/04 BWS LIQUOR CAULFIELD 40254703591,Bws Liquor,512847391,Uncategorised,Uncategorised,
187,2026-04-18,-65.0,AUTOMATIC DRAWING,TELSTRA CORPORATION 35389514931,Telstra Corporation,512847391,Mobile Phone,Utilities,1.0
188,2026-04-18,-277.53,EFTPOS DEBIT,V8213 18/04 SMILE DENTAL GROUP ARMADALE 63808409528,Smile Dental Group,512847391,Dentist,Health,1.0
189,2026-04-18,-95.96,EFTPOS DEBIT,V8213 18/04 BP CONNECT CHADSTONE 62379285213,Bp Connect,512847391,Fuel,Car,1.0
190,2026-04-18,-100.0,ATM DEBIT,ATM WDL CBD MELBOURNE 99242671656,,512847391,Cash Withdrawal,Cash,1.0
191,2026-04-17,-27.51,EFTPOS DEBIT,V8213 17/04 BWS LIQUOR CAULFIELD 66987144673,Bws Liquor,512847391,Liquor Store,Groceries,0.89
192,2026-04-17,-20.88,EFTPOS DEBIT,V8213 17/04 THE GRINDER CAFE PRAHRAN 16102867396,The Grinder Cafe,512847391,Cafe & Coffee,Dining,0.93
193,2026-04-17,-115.92,EFTPOS DEBIT,V8213 17/04 KMART CHADSTONE 12625246820,Kmart,512847391,Department & General,Shopping,0.88
194,2026-04-17,-21.07,MISCELLANEOUS DEBIT,V8213 17/04 DIDI MOBILITY MELBOURNE 71793984791,Didi Mobility,512847391,Uncategorised,Uncategorised,
195,2026-04-17,-1450.0,EFTPOS DEBIT,V8213 17/04 MELBOURNE DENTAL SPEC EAST MELBOURNE 54301088421,Melbourne Dental Spec,512847391,Dentist,Health,1.0
196,2026-04-17,-200.0,TRANSFER DEBIT,Internet Transfer To RENT SHARE 98467585664,,512847391,External Transfers,Transfers,1.0
197,2026-04-16,-6.76,EFTPOS DEBIT,V8213 16/04 COKE VENDING MACHINE MELBOURNE 50746770471,Coke Vending Machine,512847391,Snacks & Drinks,Dining,1.0
198,2026-04-16,-37.77,EFTPOS DEBIT,V8213 16/04 KMART CHADSTONE 33989825683,Kmart,512847391,Department & General,Shopping,0.98
199,2026-04-16,-99.07,EFTPOS DEBIT,V8213 16/04 SHELL COLES EXPRESS HAWTHORN 17049804017,Shell Coles Express,512847391,Fuel,Car,1.0
200,2026-04-16,-159.43,EFTPOS DEBIT,V8213 16/04 UNIQLO AUSTRALIA MELBOURNE 78768449984,Uniqlo Australia,512847391,Clothing,Shopping,1.0
201,2026-04-15,-100.0,ATM DEBIT,ATM WDL CARNEGIE 47505093010,,512847391,Cash Withdrawal,Cash,1.0
202,2026-04-15,-81.09,EFTPOS DEBIT,V8213 15/04 COTTON ON CHADSTONE 58113470939,,512847391,Clothing,Shopping,1.0
203,2026-04-15,-24.44,EFTPOS DEBIT,V8213 15/04 IGA XPRESS MURRUMBEENA 98936204683,Iga Xpress,512847391,Convenience Store,Groceries,1.0
204,2026-04-15,-32.5,AUTOMATIC DRAWING,ANTHROPIC CLAUDE.AI 16043710727,Anthropic Claude.ai,512847391,AI Tools,Subscriptions,1.0
205,2026-04-14,-16.08,EFTPOS DEBIT,V8213 14/04 PRICELINE PHARMACY CARNEGIE 52915715952,Priceline Pharmacy,512847391,Grooming & Cosmetics,Personal Care,1.0
206,2026-04-14,-112.66,AUTOMATIC DRAWING,SOUTH EAST WATER 77460298732,South East Water,512847391,Water,Utilities,0.87
207,2026-04-14,-65.81,EFTPOS DEBIT,V8213 14/04 COLES SUPERMARKET MALVERN EAST 11715524503,Coles Supermarket,512847391,Supermarket,Groceries,1.0
208,2026-04-13,-48.83,EFTPOS DEBIT,V8213 13/04 ALDI STORES OAKLEIGH 37962705629,Aldi Stores,512847391,Supermarket,Groceries,1.0
209,2026-04-13,-120.19,EFTPOS DEBIT,V8213 13/04 WOOLWORTHS 1234 CARNEGIE 53016175290,Woolworths,512847391,Supermarket,Groceries,1.0
210,2026-04-13,-750.0,TRANSFER DEBIT,Internet Transfer To RENT SHARE 23439024198,,512847391,External Transfers,Transfers,1.0
211,2026-04-13,-50.78,EFTPOS DEBIT,V8213 13/04 KMART CHADSTONE 52332186011,Kmart,512847391,Department & General,Shopping,1.0
212,2026-04-13,-108.35,EFTPOS DEBIT,V8213 13/04 SHELL COLES EXPRESS HAWTHORN 98529757226,Shell Coles Express,512847391,Fuel,Car,0.98
213,2026-04-12,-92.72,EFTPOS DEBIT,V8213 12/04 COTTON ON CHADSTONE 42947296224,,512847391,Clothing,Shopping,0.99
214,2026-04-12,-9.99,AUTOMATIC DRAWING,PRIME VIDE* PRIMEVIDEO 16772389060,Prime Primevideo,512847391,Streaming,Subscriptions,1.0
215,2026-04-11,-80.83,EFTPOS DEBIT,V8213 11/04 KMART CHADSTONE 73088479111,Kmart,512847391,Department & General,Shopping,1.0
216,2026-04-11,-42.78,EFTPOS DEBIT,V8213 11/04 ALDI STORES OAKLEIGH 60922241276,Aldi Stores,512847391,Supermarket,Groceries,1.0
217,2026-04-11,-134.53,EFTPOS DEBIT,V8213 11/04 WOOLWORTHS 1234 CARNEGIE 24516736921,,512847391,Supermarket,Groceries,0.87
218,2026-04-10,-14.42,EFTPOS DEBIT,V8213 10/04 THE GRINDER CAFE PRAHRAN 52829043618,The Grinder Cafe,512847391,Cafe & Coffee,Dining,1.0
219,2026-04-09,-92.15,AUTOMATIC DRAWING,AGL SALES 32402309277,Agl Sales,512847391,Gas,Utilities,1.0
220,2026-04-09,-92.84,MISCELLANEOUS DEBIT,V8213 09/04 THE ICONIC SYDNEY 26915241868,The Iconic,512847391,Clothing,Shopping,1.0
221,2026-04-09,-25.03,EFTPOS DEBIT,V8213 09/04 IGA XPRESS MURRUMBEENA 11253601373,Iga Xpress,512847391,Convenience Store,Groceries,1.0
222,2026-04-09,-116.31,MISCELLANEOUS DEBIT,V8213 09/04 THE ICONIC SYDNEY 34883916694,The Iconic,512847391,Clothing,Shopping,1.0
223,2026-04-08,-3.81,EFTPOS DEBIT,V8213 08/04 COKE VENDING MACHINE MELBOURNE 63591026675,Coke Vending Machine,512847391,Snacks & Drinks,Dining,0.92
224,2026-04-07,-13.99,AUTOMATIC DRAWING,SPOTIFY AUSTRALIA 37140875643,Spotify Australia,512847391,Music,Subscriptions,1.0
225,2026-04-07,-18.84,EFTPOS DEBIT,V8213 07/04 IGA XPRESS MURRUMBEENA 18108489917,Iga Xpress,512847391,Convenience Store,Groceries,1.0
226,2026-04-07,-90.4,EFTPOS DEBIT,V8213 07/04 KMART CHADSTONE 74375535410,Kmart,512847391,Department & General,Shopping,0.99
227,2026-04-05,-24.95,AUTOMATIC DRAWING,GOODLIFE HEALTH CLUBS 67766013783,Goodlife Health Clubs,512847391,Gym,Fitness,1.0
228,2026-04-05,-470.72,EFTPOS DEBIT,V8213 05/04 SMILE DENTAL GROUP ARMADALE 62482435468,Smile Dental Group,512847391,Dentist,Health,1.0
229,2026-04-04,-86.3,EFTPOS DEBIT,V8213 04/04 DAN MURPHYS GLEN IRIS 98672072270,Dan Murphys,512847391,Liquor Store,Groceries,1.0
230,2026-04-04,-216.42,EFTPOS DEBIT,V8213 04/04 BUNNINGS WAREHOUSE PORT MELBOURNE 62709695755,Bunnings Warehouse,512847391,Hardware & DIY,Shopping,1.0
231,2026-04-04,-114.39,EFTPOS DEBIT,V8213 04/04 COLES SUPERMARKET MALVERN EAST 59509802450,Coles Supermarket,512847391,Supermarket,Groceries,1.0
232,2026-04-04,-142.86,EFTPOS DEBIT,V8213 04/04 JB HI-FI CHADSTONE 48322185506,Jb Hi-fi,512847391,Electronics,Shopping,1.0
233,2026-04-03,-500.0,TRANSFER DEBIT,Internet Transfer To RENT SHARE 90661626665,,512847391,External Transfers,Transfers,0.89
234,2026-04-03,-54.19,EFTPOS DEBIT,V8213 03/04 JB HI-FI CHADSTONE 20749218198,Jb Hi-fi,512847391,Electronics,Shopping,1.0
235,2026-04-03,-25.99,AUTOMATIC DRAWING,NETFLIX.COM 41269134508,Netflix.com,512847391,Streaming,Subscriptions,1.0
236,2026-04-02,-187.17,AUTOMATIC DRAWING,MEDIBANK PRIVATE 63112282255,Medibank Private,512847391,Health Insurance,Insurance,0.87
237,2026-04-02,-39.81,EFTPOS DEBIT,V8213 02/04 KMART CHADSTONE 48794333634,Kmart,512847391,Uncategorised,Uncategorised,
238,2026-04-02,-24.89,EFTPOS DEBIT,V8213 02/04 PTV MYKI TOPUP MELBOURNE 54724864410,Ptv Myki Topup,512847391,Public Transport,Transport,1.0
239,2026-04-02,-9.64,EFTPOS DEBIT,V8213 02/04 THE GRINDER CAFE PRAHRAN 53285660082,The Grinder Cafe,512847391,Cafe & Coffee,Dining,1.0
240,2026-04-01,-2.5,FEES,ATM OPERATOR FEE,,512847391,ATM Fees,Fees,0.95
241,2026-04-01,-2343.3,AUTOMATIC DRAWING,REAL ESTATE TRUST ACCT 74587088079,Real Estate Trust Acct,512847391,Rent,Housing,1.0
242,2026-03-30,-127.18,MISCELLANEOUS DEBIT,V8213 30/03 THE ICONIC SYDNEY 20657502374,The Iconic,512847391,Clothing,Shopping,1.0
243,2026-03-30,-79.37,EFTPOS DEBIT,V8213 30/03 WOOLWORTHS 1234 CARNEGIE 30417449837,Woolworths,512847391,Supermarket,Groceries,1.0
244,2026-03-29,-92.52,EFTPOS DEBIT,V8213 29/03 ALDI STORES OAKLEIGH 90404874102,Aldi Stores,512847391,Supermarket,Groceries,1.0
245,2026-03-29,-136.87,EFTPOS DEBIT,V8213 29/03 OFFICEWORKS SOUTH MELBOURNE 37180338344,Officeworks,512847391,Office Supplies,Shopping,1.0
246,2026-03-28,-91.06,EFTPOS DEBIT,V8213 28/03 DAN MURPHYS GLEN IRIS 89710797058,,512847391,Liquor Store,Groceries,1.0
247,2026-03-28,-63.32,EFTPOS DEBIT,V8213 28/03 DAN MURPHYS GLEN IRIS 62863762414,Dan Murphys,512847391,Liquor Store,Groceries,1.0
248,2026-03-28,-16.24,MISCELLANEOUS DEBIT,V8213 28/03 DIDI MOBILITY MELBOURNE 61112796005,,512847391,Taxis & Rideshare,Transport,1.0
249,2026-03-27,-5.59,EFTPOS DEBIT,V8213 27/03 COKE VENDING MACHINE MELBOURNE 25166904840,Coke Vending Machine,512847391,Snacks & Drinks,Dining,1.0
250,2026-03-26,-4.89,EFTPOS DEBIT,V8213 26/03 PATRICIA COFFEE MELBOURNE 45752608175,Patricia Coffee,512847391,Cafe & Coffee,Dining,1.0
251,2026-03-25,-501.32,EFTPOS DEBIT,V8213 25/03 JB HI-FI CHADSTONE 88234034810,Jb Hi-fi,512847391,Electronics,Shopping,1.0
252,2026-03-25,-116.86,EFTPOS DEBIT,V8213 25/03 UNIQLO AUSTRALIA MELBOURNE 36478924250,Uniqlo Australia,512847391,Clothing,Shopping,1.0
253,2026-03-24,-145.75,AUTOMATIC DRAWING,ORIGIN ENERGY 81686162452,Origin Energy,512847391,Electricity,Utilities,1.0
254,2026-03-24,-87.01,EFTPOS DEBIT,V8213 24/03 COLES SUPERMARKET MALVERN EAST 87733748981,,512847391,Supermarket,Groceries,1.0
255,2026-03-24,-56.35,EFTPOS DEBIT,V8213 24/03 WOOLWORTHS 1234 CARNEGIE 15452673237,Woolworths,512847391,Supermarket,Groceries,0.87
256,2026-03-23,-122.88,EFTPOS DEBIT,V8213 23/03 WOOLWORTHS 1234 CARNEGIE 80829959279,Woolworths,512847391,Supermarket,Groceries,1.0
257,2026-03-22,-52.39,EFTPOS DEBIT,V8213 22/03 BARBER LANE WINDSOR 66300449225,Barber Lane,512847391,Haircuts,Personal Care,1.0
258,2026-03-22,-54.39,MISCELLANEOUS DEBIT,V8213 22/03 MENULOG SYDNEY 71569381252,Menulog,512847391,Food Delivery,Dining,1.0
259,2026-03-22,-47.89,EFTPOS DEBIT,V8213 22/03 PRICELINE PHARMACY CARNEGIE 70845612925,Priceline Pharmacy,512847391,Grooming & Cosmetics,Personal Care,1.0
260,2026-03-21,-200.0,TRANSFER DEBIT,Internet Transfer To J SACHS OFFSET 36902803814,,512847391,Internal Transfers,Transfers,1.0
261,2026-03-21,-29.99,AUTOMATIC DRAWING,ADOBE CREATIVE CLOUD 20121346026,Adobe Creative Cloud,512847391,Software & Apps,Subscriptions,1.0
262,2026-03-21,-115.52,EFTPOS DEBIT,V8213 21/03 TONKA RESTAURANT MELBOURNE 26632734011,,512847391,Restaurants & Takeaway,Dining,1.0
263,2026-03-20,-36.2,MISCELLANEOUS DEBIT,V8213 20/03 UBER *EATS SYDNEY 21847290755,Uber,512847391,Food Delivery,Dining,1.0
264,2026-03-19,-26.74,EFTPOS DEBIT,V8213 19/03 HOYTS CINEMAS CHADSTONE 98620441982,Hoyts Cinemas,512847391,Cinema,Entertainment,1.0
265,2026-03-19,-8.37,EFTPOS DEBIT,V8213 19/03 THE GRINDER CAFE PRAHRAN 38201341249,The Grinder Cafe,512847391,Cafe & Coffee,Dining,1.0
266,2026-03-18,-13.34,EFTPOS DEBIT,V8213 18/03 SEVEN SEEDS COFFEE CARLTON 36044460855,Seven Seeds Coffee,512847391,Cafe & Coffee,Dining,1.0
267,2026-03-18,-65.0,AUTOMATIC DRAWING,TELSTRA CORPORATION 88660276767,Telstra Corporation,512847391,Mobile Phone,Utilities,0.94
268,2026-03-18,-63.39,EFTPOS DEBIT,V8213 18/03 READINGS BOOKS CARLTON 98872780767,Readings Books,512847391,Books,Entertainment,0.95
269,2026-03-17,-323.17,EFTPOS DEBIT,V8213 17/03 SMILE DENTAL GROUP ARMADALE 39772829178,Smile Dental Group,512847391,Dentist,Health,1.0
270,2026-03-17,-5.59,EFTPOS DEBIT,V8213 17/03 KOORNANG RD MILK BAR CARNEGIE 25472138338,Koornang Rd Milk Bar,512847391,Snacks & Drinks,Dining,1.0
271,2026-03-17,-23.85,EFTPOS DEBIT,V8213 17/03 LUNE CROISSANTERIE FITZROY 75590226894,Lune Croissanterie,512847391,Bakery,Groceries,1.0
272,2026-03-17,-21.95,EFTPOS DEBIT,V8213 17/03 THE GRINDER CAFE PRAHRAN 14556246868,The Grinder Cafe,512847391,Cafe & Coffee,Dining,1.0
273,2026-03-16,-324.41,EFTPOS DEBIT,V8213 16/03 JB HI-FI CHADSTONE 62912766164,,512847391,Electronics,Shopping,1.0
274,2026-03-16,-46.29,MISCELLANEOUS DEBIT,V8213 16/03 UBER *TRIP SYDNEY 13870158140,Uber,512847391,Taxis & Rideshare,Transport,0.92
275,2026-03-15,-140.85,EFTPOS DEBIT,V8213 15/03 CHIN CHIN MELBOURNE 98580941935,Chin Chin,512847391,Restaurants & Takeaway,Dining,1.0
276,2026-03-15,-32.5,AUTOMATIC DRAWING,ANTHROPIC CLAUDE.AI 84824787882,Anthropic Claude.ai,512847391,AI Tools,Subscriptions,1.0
277,2026-03-15,-82.91,EFTPOS DEBIT,V8213 15/03 DAN MURPHYS GLEN IRIS 84901586314,Dan Murphys,512847391,Liquor Store,Groceries,1.0
278,2026-03-15,-245.07,EFTPOS DEBIT,V8213 15/03 JB HI-FI CHADSTONE 18579153155,Jb Hi-fi,512847391,Electronics,Shopping,1.0
279,2026-03-15,-16.95,EFTPOS DEBIT,V8213 15/03 SEVEN SEEDS COFFEE CARLTON 97388855897,Seven Seeds Coffee,512847391,Cafe & Coffee,Dining,1.0
280,2026-03-15,-21.07,EFTPOS DEBIT,V8213 15/03 PRICELINE PHARMACY CARNEGIE 62726398170,Priceline Pharmacy,512847391,Grooming & Cosmetics,Personal Care,1.0
281,2026-03-14,-30.79,EFTPOS DEBIT,V8213 14/03 UNIQLO AUSTRALIA MELBOURNE 86251091639,Uniqlo Australia,512847391,Clothing,Shopping,1.0
282,2026-03-14,-37.1,EFTPOS DEBIT,V8213 14/03 PETSTOCK MOORABBIN 69315330043,Petstock,512847391,Pet Supplies,Pets,1.0
283,2026-03-14,-10.23,EFTPOS DEBIT,V8213 14/03 IGA XPRESS MURRUMBEENA 83332125665,Iga Xpress,512847391,Convenience Store,Groceries,1.0
284,2026-03-14,-15.27,EFTPOS DEBIT,V8213 14/03 CHEMIST WAREHOUSE OAKLEIGH 52752820640,,512847391,Medicine,Health,1.0
285,2026-03-13,-138.92,EFTPOS DEBIT,V8213 13/03 UNIQLO AUSTRALIA MELBOURNE 42267182013,,512847391,Clothing,Shopping,1.0
286,2026-03-13,-6.02,EFTPOS DEBIT,V8213 13/03 COKE VENDING MACHINE MELBOURNE 26387116443,Coke Vending Machine,512847391,Snacks & Drinks,Dining,1.0
287,2026-03-12,-9.99,AUTOMATIC DRAWING,PRIME VIDE* PRIMEVIDEO 67608970474,Prime Primevideo,512847391,Streaming,Subscriptions,1.0
288,2026-03-11,-14.54,MISCELLANEOUS DEBIT,V8213 11/03 UBER *TRIP SYDNEY 23597017153,Uber,512847391,Taxis & Rideshare,Transport,0.9
289,2026-03-10,-94.03,EFTPOS DEBIT,V8213 10/03 AMPOL FOODARY CLAYTON 51336721960,Ampol Foodary,512847391,Fuel,Car,1.0
290,2026-03-10,-156.1,EFTPOS DEBIT,V8213 10/03 JB HI-FI CHADSTONE 72916067137,,512847391,Electronics,Shopping,1.0
291,2026-03-10,-128.49,EFTPOS DEBIT,V8213 10/03 PETSTOCK MOORABBIN 72681500428,Petstock,512847391,Pet Supplies,Pets,0.95
292,2026-03-09,-6.78,EFTPOS DEBIT,V8213 09/03 COKE VENDING MACHINE MELBOURNE 26485157690,Coke Vending Machine,512847391,Snacks & Drinks,Dining,1.0
293,2026-03-09,-92.15,AUTOMATIC DRAWING,AGL SALES 77870170459,Agl Sales,512847391,Gas,Utilities,1.0
294,2026-03-08,-98.27,EFTPOS DEBIT,V8213 08/03 AMPOL FOODARY CLAYTON 21833964902,,512847391,Fuel,Car,1.0
295,2026-03-08,-86.05,EFTPOS DEBIT,V8213 08/03 COLES SUPERMARKET MALVERN EAST 76499030693,,512847391,Supermarket,Groceries,1.0
296,2026-03-08,-8.76,EFTPOS DEBIT,V8213 08/03 SEVEN SEEDS COFFEE CARLTON 39979628706,Seven Seeds Coffee,512847391,Cafe & Coffee,Dining,1.0
297,2026-03-08,-10.5,EFTPOS DEBIT,V8213 08/03 PATRICIA COFFEE MELBOURNE 11050686609,Patricia Coffee,512847391,Cafe & Coffee,Dining,1.0
298,2026-03-08,-79.04,EFTPOS DEBIT,V8213 08/03 CHEMIST WAREHOUSE OAKLEIGH 25654634099,Chemist Warehouse,512847391,Medicine,Health,1.0
299,2026-03-07,-58.41,MISCELLANEOUS DEBIT,V8213 07/03 MENULOG SYDNEY 84127331320,,512847391,Food Delivery,Dining,1.0
300,2026-03-07,-8.83,EFTPOS DEBIT,V8213 07/03 THE GRINDER CAFE PRAHRAN 93602688641,The Grinder Cafe,512847391,Cafe & Coffee,Dining,1.0
301,2026-03-07,-35.3,EFTPOS DEBIT,V8213 07/03 NIGHT OWL CONVENIENCE ELSTERNWICK 50221012048,Night Owl Convenience,512847391,Convenience Store,Groceries,0.87
302,2026-03-07,-13.99,AUTOMATIC DRAWING,SPOTIFY AUSTRALIA 44288739057,Spotify Australia,512847391,Music,Subscriptions,1.0
303,2026-03-06,-45.28,MISCELLANEOUS DEBIT,V8213 06/03 UBER *TRIP SYDNEY 60428783733,,512847391,Taxis & Rideshare,Transport,1.0
304,2026-03-05,-24.95,AUTOMATIC DRAWING,GOODLIFE HEALTH CLUBS 98522186708,Goodlife Health Clubs,512847391,Gym,Fitness,0.89
305,2026-03-05,-68.48,EFTPOS DEBIT,V8213 05/03 OFFICEWORKS SOUTH MELBOURNE 38912283630,,512847391,Office Supplies,Shopping,0.88
306,2026-03-03,-25.99,AUTOMATIC DRAWING,NETFLIX.COM 37057311790,Netflix.com,512847391,Streaming,Subscriptions,0.92
307,2026-03-02,-189.92,AUTOMATIC DRAWING,MEDIBANK PRIVATE 68104868867,Medibank Private,512847391,Health Insurance,Insurance,1.0
308,2026-03-02,-7.37,EFTPOS DEBIT,V8213 02/03 THE GRINDER CAFE PRAHRAN 88779042084,The Grinder Cafe,512847391,Cafe & Coffee,Dining,1.0
309,2026-03-01,-126.82,EFTPOS DEBIT,V8213 01/03 SMILE DENTAL GROUP ARMADALE 43293116780,Smile Dental Group,512847391,Dentist,Health,1.0
310,2026-03-01,-5.0,FEES,ACCOUNT SERVICE FEE,,512847391,Account Keeping Fees,Fees,0.94
311,2026-03-01,-2363.86,AUTOMATIC DRAWING,REAL ESTATE TRUST ACCT 68645887965,Real Estate Trust Acct,512847391,Rent,Housing,1.0
312,2026-02-28,-37.1,EFTPOS DEBIT,V8213 28/02 DAN MURPHYS GLEN IRIS 51593944822,Dan Murphys,512847391,Liquor Store,Groceries,0.97
313,2026-02-27,-44.5,EFTPOS DEBIT,V8213 27/02 HOYTS CINEMAS CHADSTONE 41562606163,Hoyts Cinemas,512847391,Cinema,Entertainment,0.89
314,2026-02-27,-21.66,MISCELLANEOUS DEBIT,V8213 27/02 UBER *TRIP SYDNEY 32089870633,Uber,512847391,Taxis & Rideshare,Transport,1.0
315,2026-02-27,-112.68,EFTPOS DEBIT,V8213 27/02 MALVERN MEDICAL CTR MALVERN 94036866827,Malvern Medical Ctr,512847391,Doctor,Health,0.88
316,2026-02-26,-63.04,EFTPOS DEBIT,V8213 26/02 COLES SUPERMARKET MALVERN EAST 61710042368,Coles Supermarket,512847391,Supermarket,Groceries,1.0
317,2026-02-25,-127.3,MISCELLANEOUS DEBIT,V8213 25/02 THE ICONIC SYDNEY 91951386398,The Iconic,512847391,Clothing,Shopping,1.0
318,2026-02-24,-150.44,AUTOMATIC DRAWING,ORIGIN ENERGY 53993163734,Origin Energy,512847391,Electricity,Utilities,1.0
319,2026-02-23,-55.35,EFTPOS DEBIT,V8213 23/02 BWS LIQUOR CAULFIELD 17707322509,Bws Liquor,512847391,Liquor Store,Groceries,0.86
320,2026-02-23,-3.75,EFTPOS DEBIT,V8213 23/02 COKE VENDING MACHINE MELBOURNE 48013883441,Coke Vending Machine,512847391,Snacks & Drinks,Dining,0.93
321,2026-02-22,-86.26,EFTPOS DEBIT,V8213 22/02 KMART CHADSTONE 77535825273,Kmart,512847391,Department & General,Shopping,0.88
322,2026-02-22,-4.74,EFTPOS DEBIT,V8213 22/02 KOORNANG RD MILK BAR CARNEGIE 40098169423,Koornang Rd Milk Bar,512847391,Snacks & Drinks,Dining,1.0
323,2026-02-21,-35.76,EFTPOS DEBIT,V8213 21/02 NIGHT OWL CONVENIENCE ELSTERNWICK 97245055586,Night Owl Convenience,512847391,Convenience Store,Groceries,0.97
324,2026-02-21,-36.9,EFTPOS DEBIT,V8213 21/02 WOOLWORTHS 1234 CARNEGIE 16387653078,,512847391,Supermarket,Groceries,0.94
325,2026-02-21,-3.73,EFTPOS DEBIT,V8213 21/02 COKE VENDING MACHINE MELBOURNE 24109156666,Coke Vending Machine,512847391,Snacks & Drinks,Dining,1.0
326,2026-02-21,-38.29,EFTPOS DEBIT,V8213 21/02 PRICELINE PHARMACY CARNEGIE 86699520813,Priceline Pharmacy,512847391,Grooming & Cosmetics,Personal Care,1.0
327,2026-02-21,-84.5,EFTPOS DEBIT,V8213 21/02 UNIQLO AUSTRALIA MELBOURNE 31693487590,Uniqlo Australia,512847391,Clothing,Shopping,0.92
328,2026-02-21,-31.97,EFTPOS DEBIT,V8213 21/02 PTV MYKI TOPUP MELBOURNE 70044709926,,512847391,Public Transport,Transport,1.0
329,2026-02-21,-29.99,AUTOMATIC DRAWING,ADOBE CREATIVE CLOUD 93685218245,Adobe Creative Cloud,512847391,Software & Apps,Subscriptions,1.0
330,2026-02-20,-422.54,AUTOMATIC DRAWING,RACV INSURANCE 83894275245,Racv Insurance,512847391,Car Insurance,Car,1.0
331,2026-02-20,-63.2,EFTPOS DEBIT,V8213 20/02 KMART CHADSTONE 55607225176,,512847391,Department & General,Shopping,1.0
332,2026-02-20,-50.0,ATM DEBIT,ATM WDL CARNEGIE 16119094624,,512847391,Cash Withdrawal,Cash,1.0
333,2026-02-19,-239.38,MISCELLANEOUS DEBIT,V8213 19/02 THE ICONIC SYDNEY 11086835847,The Iconic,512847391,Clothing,Shopping,0.87
334,2026-02-18,-65.0,AUTOMATIC DRAWING,TELSTRA CORPORATION 55271737981,Telstra Corporation,512847391,Mobile Phone,Utilities,1.0
335,2026-02-17,-65.15,EFTPOS DEBIT,V8213 17/02 ALDI STORES OAKLEIGH 87031460007,,512847391,Supermarket,Groceries,1.0
336,2026-02-16,-75.46,EFTPOS DEBIT,V8213 16/02 ALDI STORES OAKLEIGH 34864562821,Aldi Stores,512847391,Supermarket,Groceries,1.0
337,2026-02-16,-51.83,EFTPOS DEBIT,V8213 16/02 UNIQLO AUSTRALIA MELBOURNE 86051208186,Uniqlo Australia,512847391,Clothing,Shopping,1.0
338,2026-02-16,-86.09,EFTPOS DEBIT,V8213 16/02 ALDI STORES OAKLEIGH 83828996567,Aldi Stores,512847391,Supermarket,Groceries,1.0
